Hardy,Sallebray
,"FERDINAND. | Madame, révés-vous ? | A nôtre fille encor destiner un époux | {p. 132} | Un traitre Egiptien, un voleur, un infame. |"
,"ISABELLE. | Mais fils du Chevalier Dom François de Carcame, | 1725 | Qui s’est mis dans leur troupe épris de sa beauté. |"
,FERDINAND. | Dieux ! que m’apprenés-vous ? |
,PRECIEUSE. | La pure vérité. |
,"FERDINAND. | Courés viste quelqu’un dans la prochaine, | Et que sans luy rien dire icy l’on me l’ameine, | S'il est vray, le pardon vous est tout assuré. |"
,LA VIEILLE. | 1730 | Ainsi chacun aura ce qu’il a desiré. |
,"FERDINAND. | Dom François de Carcame ! ô Ciel ! quels avantages*, | Ce noble compagnon d’armes et de voyages, | Mon Pylade416 avec qui j’ay si long-temps vescu, | {p. 133} | Mon second*, avec qui j’ay tant de fois vaincu, | 1735 | Ha comble de plaisir qui n’est point ordinaire ! | Ouy par l’aspect du fils je me remets le pere, | Il est ainsi posé, grave, modeste et doux. |"
,ISABELLE. | Ne desirés-vous pas en faire son époux ? | Ne desirés-vous pas en faire vôtre gendre ? |
,"FERDINAND. | 1740 | Si tu l’aimes, ma fille, ouy tu peux le pretendre. |"
,"PRECIEUSE. | Je n’ay d’amour pour luy dans un si grand bon-heur* | Que ce qu’en doit avoir une fille d’honneur, | Une fille portée à la reconnessance | Des devoirs d’un amant de si haute naissance, | 1745 | Qui méprisant son rang a tout quitté pour moy, | S'est fait Egiptien, et m’a donné sa foy. |"
,"FERDINAND. | O miracle d’Amour, ô vertu sans pareille ! |"
,"ISABELLE. | Il nous faut achever cette rare merveille, | Le voicy qu’on amene. | {p. 134} |"
,PRECIEUSE. | En quel état odieux417. |
,"FERDINAND. | 1750 | Que personne à present ne montre un front joyeux, | D'un si parfait bon-heur ma voix le veut surprendre418. |"
,"PRECIEUSE. | Que j’ay peur de sa crainte, ha s’il pouvoit m’entendre ! |"
,FERDINAND. | Approche scelerat. |
,PRECIEUSE. | Dieu ! qu’est-ce j’entens ? |
,"FERDINAND. | Ouy, je veux aujourd’huy rendre tes vœux contens, | {p. 135} | 1755 | Devant que419 de souffrir* la mort la plus infame, | A l’Hymen* pretendu dispose icy ton ame, | M'as-tu pas demandé cette insigne* faveur ? |"
,"ANDRES. | C'est le dernier souhait qui parte de mon cœur,420 | Et je mouray content pourveu que je l’obtienne. |"
,FERDINAND. | 1760 | C'est aussi le desir de cette Egiptienne. |
,"ANDRES. | Sa vertu meritoit un destin plus heureux, | Et je devois avoir un sort moins rigoureux. |"
,"FERDINAND. | Toy meurtrier421, toy voleur. |"
,PRECIEUSE. | Ha Dieu que j’apprehende ! |
,"FERDINAND. | Toy le plus renommé de cette infame bande | 1765 | Que ma juste fureur dût toute422 exterminer, | {p. 136} | Pour vanger tant de maux, et pour les terminer. |"
,ANDRES. | Ces reproches honteux commencent mon suplice*. |
,FERDINAND. | De tes vols pour le moins cette fille est complice. |
,"ANDRES. | Dites, sans offenser sa generosité, | 1770 | Complice d’innocence et de fidelité. |"
,"FERDINAND. | Ce larron d’Andres mort, si Dom Jean de Carcame | Succede à son bon-heur, et la reçoit pour femme. |"
,ANDRES. | Quoy donc je suis trahy de son affection423 ? |
,"FERDINAND. | Elle n’a pû se taire en cette occasion, | 1775 | Mais pour vous témoigner combien je vous honore,424 | Outre la liberté, prenés ma fille encore, | Je voy chacun content de cet offre. | [S, 137] |"
,"ISABELLE. | En effet, | Nous ne pouvons pretendre un gendre plus parfait, | Et je ne pense pas que Monsieur le refuse. |"
,"ANDRES. | 1780 | Si j’ay la liberté, permetés que j’en use. | Ce n’est pas que mon sort dans l’honneur de ce chois | Ne fut trop glorieux* de vivre sous ses lois, | Mais j’ay déja donné mon ame à cette belle, | Et j’aime mieux mourir mal-heureux qu’infidelle. |"
,"FERDINAND. | 1785 | Si son cœur y consent vous ne le serés point, | Et nous nous promettons son aveu sur ce point. |"
,"PRECIEUSE. | Ouy, cet Hymen* me plaist, et je vous le conseille. |"
,ANDRES. | O Ciel ! ha lâcheté qui n’a point de pareille ! | Quoy tu peux consentir... | {p. 138} |
,"FERDINAND. | Ne vous en fâchez pas, | 1790 | Ma fille est aussi belle, et n’a pas moins d’apas*. | Madame, montrés-luy. |"
,"ISABELLE. | Vien ma Constance, approche. |"
,PRECIEUSE. | Quoy vous me refusés ? ha ! j’ai droit de reproche. |
,ANDRES. | O Dieux ! |
,"FERDINAND. | N'en doutés point, et n’apprehendés plus, | Vous serés à loisir éclaircy là dessus, | 1795 | Ouy, c’est ma fille unique, et cette Egiptienne | Empesche vôtre perte en reparant la mienne. |"
,"ANDRES. | Quoy donc je voy finir la rigueur de mon sort ? | Je treuve mon salut dans les bras de la mort, | Et dans le desespoir la source de ma joye, | 1800 | Que le Ciel me cherit ! que de biens il m’envoye ! | Ha si-tost que je veis cette rare beauté, | {p. 139} | Je leus bien sur son front en sa haute qualité, | Je leus bien dans ses yeux son illustre naissance, | Toutes ses actions en donnoient connessance, | 1805 | Et sans examiner ces témoins superflus, | Sa pudique vertu le prouvoit425 encor plus. | Mais de ces belles fleurs qui flatent mon estime, | Peut-estre voulés-vous couronner la victime. |"
,"ISABELLE. | Non, non, un faux apas* n’abuse point vos yeux, | 1810 | Au nom de l’Hymenée* embrassés-vous tous deux. |"
,ANDRES. | Mon Soleil. |
,PRECIEUSE. | Mon espoir. |
,ANDRES. | Ma lumière. |
,PRECIEUSE. | Ma vie.426 |
,ANDRES. | Que mon cœur est content ! |
,PRECIEUSE. | Que mon ame est ravie ! | {p. 140} |
,ANDRES. | Enfin je suis a toy doux charme de mes sens. |
,PRECIEUSE. | Enfin je suis à vous sans attendre deux ans. |
,"LA VIEILLE. | 1815 | Le Ciel vueille427 allonger vos nobles destinees, | Une fois pour le moins autant que j’ay d’annees. |"
,"ANDRES. | Et vous, pour vous payer ma gloire* et votre soin*, | Puissiés vous jusqu’au bout en estre le témoin. | Mais en faveur du bien que je prétens vous faire, | 1820 | Ayés soin du blessé dont vous sçavés l’affaire. |"
,LA VIEILLE. | Je vous obeiray. |
,PRECIEUSE. | Je vous en prie aussi. |
,LA VIEILLE. | Dés qu’il pourra marcher je vous l’amene icy. |
,"FERDINAND. | Au reste assurés-vous d’un aveu* que j’espere, | {p. 141} | Estant comme je suis amy de vôtre pere, | 1825 | Joint que428 l’extraction*, les biens, la qualité, | Font voir de nos deux maisons dedans l’égalité. |"
,"ANDRES. | Le mal me presse un peu, hâtés ce doux remede. |"
,ISABELLE. | Un Courier dés demain partira de Tolede. |
,"ANDRES. | Que je suis redevable à vos rares bontés ! | 1830 | Que de joye à la fois ! que de felicités ! | Madame, Amour, Monsieur, mon pere, ma Maitresse, | A qui premier de vous faut-il que je m’adresse ? |"
,FERDINAND. | Dieux ! qui nous vient troubler en ce jour solemnel ? |
,"LE CAPITAINE. | Grace, grace, Monsieur, il n’est point criminel. |"
,"FERDINAND. | 1835 | Ne craignés plus pour luy, je sçay toute l’affaire, | Hipolite en a fait un aveu volontaire. |"
"SÉNÉCHAL | Quelle race, et où prise ? |",LE PREVOST. | C'est elle qui m’a dit que j’amenasse icy | Ces gens que vous voyés. |
"GUIOMAR | Où, bon Dieu ! Guères loin, | 1450 | Le Ciel de son salut daignant prendre le soin, | Vous la voyez, ma fille, et celle qui perdue | Après divers travaux saine nous l'a rendue. |","FERDINAND. | C'estoit mon ordre aussi, | Puisque dans ce païs ils n’ont point fait de crime, | 1840 | Qu'ils ayent la liberté dont ils font tant d’estime. |"
SÉNÉCHAL | Ma fille retrouvée ! |,"LE CAPITAINE. | Enfans, reconnessés la grace qu’on vous fait, | {p. 143} | Payés d’une Cascade un si rare bien-fait, | Faites le noble Andres témoin de vôtre adresse, | Et dancés en faveur de sa belle Maitresse. | (Icy les Egiptiens dancent un petit Ballet.) |"
"GUIOMAR | Il n'en faut plus douter, | Mais bien de ce bonheur le sujet écouter. | 1455 | Depuis le triste jour que l'on nous l'a soustraite, | La vieille lui retient l'extraction secrète | Du lieu de sa naissance, onc elle n'en sut rien, | Crédule s'estimant d'un tige Égyptien. | Or ainsi qu'à Madrid leur bande vagabonde | 1460 | D'aventure passait pour abuser le monde, | Un jeune cavalier et d'antique maison, | Celui même, celui que tenez en prison, | Devint éperdument amoureux de ma fille, | Emporte ce qu'il peut à sa riche famille, | 1465 | Et dessous un espoir d'hyménée promis | À l'infâme métier des Bohèmes s'est mis. | Après sollicité de certaine rustique | Son refus anima de sorte l'impudique, | Qu'elle suppose un rapt à ce courage haut. | 1470 | En armes prévenu le village l'assaut, | Tumulte où le défunt le frappe à l'étourdie, | À l'instant abattu sous sa dextre hardie. | Désastre fortuné ! Car cette femme alors | D'une coupable crainte ayant rompu le mors, | 1475 | En franchise chez nous au hasard s'est jetée, | Pour sauver l'accusé d'une mort apprêtée. | Voilà que c'est, monsieur, voilà sincèrement | Le progrès de nôtre heur déduit sommairement. |",
"SÉNÉCHAL | Ô pitoyables Cieux ! Quelles rares merveilles | 1480 | M'éblouissent les yeux et charment les oreilles ? | Ma fille de retour ? Approche, mon souci : | Pouvez-vous m'assurer que cela soit aussi ? |",
"GUIOMAR | Sa robe, une croix d'or, qu'elle emporta petite, | Une entière créance à mon avis mérite, | 1485 | Outre certain signal dessur le corps exprès | Touché de ma main propre et reconnu de près. |",
"SÉNÉCHAL | Embrasse, embrasse donc ton père qui larmoie, | Ton père qui ne peut plus contenir sa joie, | Ton père qui, ses vœux maintenant accomplis | 1490 | Ne crains plus de passer le fleuve aux nef replis. | De tes erreurs l'histoire autre part réservée, | Me suffit que ta barque à bon port arrivée | Sans naufrage d'honneur se range chez les tiens, | Et qu'avec son trésor entière tu reviens. | 1495 | Mais ce jeune amoureux que tu as fait de flamme, | Ne se nomme-t-il point? |",
"PRÉCIEUSE | Dom François de Carcame, | Son père, des premiers à la Cour aujourd'hui, | Le peut faire connaître, et n'a d'enfant que lui. |",
"SÉNÉCHAL | Dom François de Carcame ? un mien Pylade intime, | 1500 | Compagnon de voyage et d'armes magnanime ? | Que Mars le Dieu guerrier a vu plus d'une fois | En même objet de gloire endosser le harnois ? | Ô moteur souverain qui habites le Pôle, | Qui d'un rien l'univers bâtis à ta parole, | 1505 | Grand Dieu, peut onc mortel plus que moi recevoir | De grâces, qu'à l'envie ta dextre fait pleuvoir ? | Or le père nommé ce fils me remémore, | Pareil de front, de port, et de stature encore : | Ainsi sobre en parler, modeste en gravité, | 1510 | Qui, présumant la mort de sa captivité, | Ne montre aucun effroi, ne regrette la vie | Que pour une innocence au malheur asservie, | Mots tantôt proférés comme on l'interrogeait, | À l'heure de soupirs l'estomac regorgeait. | 1515 | Que tu ne l'aimes point, ma fille, l'apparence ? | Confesse que vivez tous deux d'une espérance, | Que l'hymen consommé tu ne désires moins, | Ta honteuse rougeur nous vaut mille témoins. |",
"PRÉCIEUSE | J'affecte ces vertus d'affection, réduite | 1520 | Sous le joug des parents qui tiennent ma conduite. |",
"SÉNÉCHAL | Prudence nonpareille, aveu qui me plait fort, | Et prouve de deus cœurs un mutuel accord ! | Vous autres là-dedans, vite, que l'on m'amène | Ce prisonnier tenu pour plaisir en haleine, | 1525 | Menacé du supplice, afin qu'après, surpris, | Une joie impourvue aveugle ses esprits. |",
"GUIOMAR | Croître sa peur pourrait surmonter sa constance, | Tel passetemps suivi de tarde repentance. |",
"SÉNÉCHAL | Nullement, je saurai, vieil et sage nocher | 1530 | Tendre à propos le voile ainsi que le lâcher, | Insensible passé de l'un à l'autre extrême, | Contemplez-le venir l'œil bas et le front blême, | Qui se croit déjà mort. Sus donc, sans s'émouvoir | Ce qu'ouïrez et verrez, feignez n'ouïr et voir. |",
"PRÉCIEUSE | 1535 | Son effroi me transit, sa tristesse me tue ; | Mais n'importe, un moment nos désirs effectue. | Après ce tourbillon qui passera léger, | Des travaux disparus nous nous allons venger. |",
"SÉNÉCHAL | Scélérat, assassin : songe à ta conscience, | 1540 | Et proche de mourir t'arme de patience ; | Un bois patibulaire à la place t'attend, | La satisfaction dernière te restant | Vers cette Égyptienne, à qui la foi promise | Du mariage doit en effet être mise. |",
"ANDRES | 1545 | Elle a raison, je veux ma promesse tenir, | Comme le plus grand bien qui me puisse advenir. |",
"SÉNÉCHAL | Dis plutôt qu'épousés, autre miséricorde | Ne s'espère chez moi qu'une honteuse corde. |",
"ANDRES | Tel heur m'effacera l'opprobre du trépas, | 1550 | Que mon sort néanmoins ne mériterait pas. |",
"SÉNÉCHAL | Ton sort qui d'ordinaire exerçait l'imposture, | Le meurtre, les larcins, au mérite on mesure. | Que ma dextre croirait du public mériter, | Tous vous pouvant d'un coup, monstres, décapiter ! |",
ANDRES | 1555 | « La passion messied à qui rend la justice ». |,
SÉNÉCHAL | Tiens-tu pas cette-ci de ton meurtre complice ? |,
ANDRES | Complice d'innocence à qui dût la beauté | Pudique soutenir quelque grand' royauté. |,
"SÉNÉCHAL | Si ce larron d'Andres, mort Dom Jean de Carcame, | 1560 | Successeur la reçoit pour moitié de son Âme ? |",
ANDRES | Ô cieux! elle n'a pu taire ma qualité. |,
"SÉNÉCHAL | Elle n'a pu celer vôtre fidélité, | Elle n'a pu celer que je ne saurais prendre | Appui de mon vieil âge un plus sortable gendre. | 1565 | Sans admiration, vous n'avez de liens | Que ses bras désormais, que ses bras et les miens, | Elle unique héritière au besoin recouverte, | Qui réparant la sienne empêche votre perte. |",
"ANDRES | Le ciel conspire donc à ma félicité, | 1570 | Du désespoir puisée et de l'adversité ? | Mon amour qui choisit une Bohémienne | Trouve d'extraction qu'elle passe la mienne ; | Vrai présage conçu dès l'heure que mes yeux | Beurrent en ses regards un venin furieux, | 1575 | Que mon cœur captivé la reçut souveraine, | Je dis chaque action ne sentir que sa reine : | Mais possible, repu de quelque faux appas | On me veut empirer la peine du trépas. |",
"SÉNÉCHAL | Baisez votre Constance au nom de mariage, | 1580 | Afin de n'avoir plus de frayeur ni d'ombrage. |",
"PRÉCIEUSE | Je suis tienne à présent, ainsi que tu es mien, | Notre prospérité ne redoute plus rien. |",
ANDRES | Doux oracle amoureux d'entière confiance ! |,"UN DE LA TROUPE. | 1845 | Si nous eussions préveu tant de contentement, | Nous eussions augmenté ce divertissement*. |"
"SÉNÉCHAL | Promis dès aujourd'hui, j'entends que l'on fiance, | 1585 | Certain que votre père approuvera l'accord, | Qu'une semblable bru ne lui peut faire tort, | Soit qu'à l'extraction, soit qu'aux biens on regarde, | Joint la vieille amitié qui chez nous deux se garde. | Averti d'un courier la noce l'attendra, | 1590 | Et l'hommage requis à son grade rendra ; | Toute chose au surplus à souhait réussie, | Il est depuis un peu gouverneur dans Murcie, | Bien voulu, respecté, dont l'heur parfait sera | Lors que sur son espoir sa crainte cessera. | 1595 | Toi, pour punition de ma fille ravie, | Paisible chez les siens tu achèves ta vie, | Ces prisonniers à pur et à plein libérés. | Quant à ceux qui vous ont en justice tirés, | Parents du trépassé, faudra faire à partie, | 1600 | De quelque peu d'argent la somme départie, | Charge qui n'appartient qu'à nôtre autorité. | Or sans trop s'aveugler en sa prospérité, | Le principe connu, louons en nos courages | Qui d'un clin favorable a calmé tant d'orages: | 1605 | Allons faire des chants les temples résonner, | Puis d'un myrte en public nos amants couronner. |","LE SENESCHAL. | Allés, vivés contens, rendés grace à ma fille, | Dont vous avés privé si long-temps ma famille, | Publiés ce bon-heur* et nos ravissements*, | 1850 | Annoncés la vertu de ces nobles Amans, | Et que par vôtre choix voix l’Univers s’entretienne | Du destin qu’épreuva la belle egiptienne. | FIN. | undefined"
